Device ID,Device Name,Asset ID (Container),Status,Last Seen,Latitude,Longitude,Temperature (°C),Door Status,Power Status,Battery Level (%),Error Codes,Data Source,Raw Data (JSON)
"CXRU1045453","CXRU1045453","CXRU1045453","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747986","-118.2681","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1045453"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""18.0"",""GPSLatitude"":""33.747986"",""LastAssetID"":""CXRU1045453"",""GPSLongitude"":""-118.268100"",""BatteryVoltage"":""8.13""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.3"",""AssetID"":""CXRU1045453"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:42.510Z"",""EventDtm"":""2025-11-03T11:26:42.510Z""}}}"
"RWAU2407078","RWAU2407078","RWAU2407078","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743233","-118.274481","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2407078"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""23.9"",""GPSLatitude"":""33.743233"",""LastAssetID"":""RWAU2407078"",""GPSLongitude"":""-118.274481"",""BatteryVoltage"":""8.35""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.6"",""AssetID"":""RWAU2407078"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_83"",""OemAlarm"":760}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:07.082Z"",""EventDtm"":""2025-11-03T11:28:07.082Z""}}}"
"CXRU1036019","CXRU1036019","CXRU1036019","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745068","-118.268763","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1036019"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""34.2"",""GPSLatitude"":""33.745068"",""LastAssetID"":""CXRU1036019"",""GPSLongitude"":""-118.268763"",""BatteryVoltage"":""8.60""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.8"",""AssetID"":""CXRU1036019"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:12.645Z"",""EventDtm"":""2025-11-03T11:28:12.645Z""}}}"
"HCIU2100021","HCIU2100021","HCIU2100021","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747058","-118.268385","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HCIU2100021"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.8"",""GPSLatitude"":""33.747058"",""LastAssetID"":""HCIU2100021"",""GPSLongitude"":""-118.268385"",""BatteryVoltage"":""8.84""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.7"",""AssetID"":""HCIU2100021"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_8"",""OemAlarm"":581}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:43.880Z"",""EventDtm"":""2025-11-03T11:26:43.880Z""}}}"
"RWAU2502985","RWAU2502985","RWAU2502985","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747028","-118.276761","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2502985"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""24.5"",""GPSLatitude"":""33.747028"",""LastAssetID"":""RWAU2502985"",""GPSLongitude"":""-118.276761"",""BatteryVoltage"":""8.33""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.0"",""AssetID"":""RWAU2502985"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_41"",""OemAlarm"":298}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:38.972Z"",""EventDtm"":""2025-11-03T11:27:38.972Z""}}}"
"CXRU1037308","CXRU1037308","CXRU1037308","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742466","-118.268259","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1037308"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""34.6"",""GPSLatitude"":""33.742466"",""LastAssetID"":""CXRU1037308"",""GPSLongitude"":""-118.268259"",""BatteryVoltage"":""8.32""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.2"",""AssetID"":""CXRU1037308"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:44.215Z"",""EventDtm"":""2025-11-03T11:26:44.215Z""}}}"
"BLZU2070952","BLZU2070952","BLZU2070952","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747812","-118.275333","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BLZU2070952"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""28.1"",""GPSLatitude"":""33.747812"",""LastAssetID"":""BLZU2070952"",""GPSLongitude"":""-118.275333"",""BatteryVoltage"":""8.82""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.3"",""AssetID"":""BLZU2070952"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:44.321Z"",""EventDtm"":""2025-11-03T11:26:44.321Z""}}}"
"CICU4065270","CICU4065270","CICU4065270","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741922","-118.269075","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4065270"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""20.2"",""GPSLatitude"":""33.741922"",""LastAssetID"":""CICU4065270"",""GPSLongitude"":""-118.269075"",""BatteryVoltage"":""7.90""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.5"",""AssetID"":""CICU4065270"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:12.761Z"",""EventDtm"":""2025-11-03T11:28:12.760Z""}}}"
"NTCU2228998","NTCU2228998","NTCU2228998","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.748064","-118.268344","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""NTCU2228998"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""23.0"",""GPSLatitude"":""33.748064"",""LastAssetID"":""NTCU2228998"",""GPSLongitude"":""-118.268344"",""BatteryVoltage"":""7.76""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.0"",""AssetID"":""NTCU2228998"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_6"",""OemAlarm"":813}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:44.427Z"",""EventDtm"":""2025-11-03T11:26:44.427Z""}}}"
"WHLU5288631","WHLU5288631","WHLU5288631","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744604","-118.270932","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""WHLU5288631"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""28.0"",""GPSLatitude"":""33.744604"",""LastAssetID"":""WHLU5288631"",""GPSLongitude"":""-118.270932"",""BatteryVoltage"":""8.86""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.2"",""AssetID"":""WHLU5288631"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:39.525Z"",""EventDtm"":""2025-11-03T11:27:39.525Z""}}}"
"CICU4065412","CICU4065412","CICU4065412","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743913","-118.270387","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4065412"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""33.1"",""GPSLatitude"":""33.743913"",""LastAssetID"":""CICU4065412"",""GPSLongitude"":""-118.270387"",""BatteryVoltage"":""8.88""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.0"",""AssetID"":""CICU4065412"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:17.837Z"",""EventDtm"":""2025-11-03T11:28:17.837Z""}}}"
"TRLU3803235","TRLU3803235","TRLU3803235","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742838","-118.271021","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRLU3803235"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.8"",""GPSLatitude"":""33.742838"",""LastAssetID"":""TRLU3803235"",""GPSLongitude"":""-118.271021"",""BatteryVoltage"":""7.87""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.3"",""AssetID"":""TRLU3803235"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:45.090Z"",""EventDtm"":""2025-11-03T11:26:45.090Z""}}}"
"CICU4065454","CICU4065454","CICU4065454","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741432","-118.275996","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4065454"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""22.9"",""GPSLatitude"":""33.741432"",""LastAssetID"":""CICU4065454"",""GPSLongitude"":""-118.275996"",""BatteryVoltage"":""7.62""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""12.3"",""AssetID"":""CICU4065454"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:40.633Z"",""EventDtm"":""2025-11-03T11:27:40.633Z""}}}"
"CRIU2023228","CRIU2023228","CRIU2023228","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740638","-118.274322","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU2023228"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.0"",""GPSLatitude"":""33.740638"",""LastAssetID"":""CRIU2023228"",""GPSLongitude"":""-118.274322"",""BatteryVoltage"":""8.91""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.1"",""AssetID"":""CRIU2023228"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:45.539Z"",""EventDtm"":""2025-11-03T11:26:45.539Z""}}}"
"CXRU1036533 ","CXRU1036533 ","CXRU1036533 ","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74043","-118.276278","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1036533 "",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""27.2"",""GPSLatitude"":""33.740430"",""LastAssetID"":""CXRU1036533 "",""GPSLongitude"":""-118.276278"",""BatteryVoltage"":""8.28""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.5"",""AssetID"":""CXRU1036533 "",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_22"",""OemAlarm"":805}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:49.662Z"",""EventDtm"":""2025-11-03T11:26:49.662Z""}}}"
"RWAU2521795","RWAU2521795","RWAU2521795","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739729","-118.270194","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2521795"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""20.2"",""GPSLatitude"":""33.739729"",""LastAssetID"":""RWAU2521795"",""GPSLongitude"":""-118.270194"",""BatteryVoltage"":""8.24""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.0"",""AssetID"":""RWAU2521795"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:41.380Z"",""EventDtm"":""2025-11-03T11:27:41.380Z""}}}"
"BMOU4139233","BMOU4139233","BMOU4139233","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740395","-118.275293","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BMOU4139233"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.2"",""GPSLatitude"":""33.740395"",""LastAssetID"":""BMOU4139233"",""GPSLongitude"":""-118.275293"",""BatteryVoltage"":""8.64""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.5"",""AssetID"":""BMOU4139233"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_37"",""OemAlarm"":42}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:41.490Z"",""EventDtm"":""2025-11-03T11:27:41.490Z""}}}"
"MYRU4516306","MYRU4516306","MYRU4516306","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746975","-118.272543","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""MYRU4516306"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""28.9"",""GPSLatitude"":""33.746975"",""LastAssetID"":""MYRU4516306"",""GPSLongitude"":""-118.272543"",""BatteryVoltage"":""7.69""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""11.3"",""AssetID"":""MYRU4516306"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_5"",""OemAlarm"":838}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:47.103Z"",""EventDtm"":""2025-11-03T11:26:47.103Z""}}}"
"CRIU2023275","CRIU2023275","CRIU2023275","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741488","-118.274552","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU2023275"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""26.7"",""GPSLatitude"":""33.741488"",""LastAssetID"":""CRIU2023275"",""GPSLongitude"":""-118.274552"",""BatteryVoltage"":""8.46""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""10.5"",""AssetID"":""CRIU2023275"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:41.932Z"",""EventDtm"":""2025-11-03T11:27:41.932Z""}}}"
"EGHU3060881","EGHU3060881","EGHU3060881","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739216","-118.269168","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""EGHU3060881"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""19.6"",""GPSLatitude"":""33.739216"",""LastAssetID"":""EGHU3060881"",""GPSLongitude"":""-118.269168"",""BatteryVoltage"":""8.28""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""5.4"",""AssetID"":""EGHU3060881"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_96"",""OemAlarm"":230}]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:47.664Z"",""EventDtm"":""2025-11-03T11:26:47.664Z""}}}"
"BLZU2177262","BLZU2177262","BLZU2177262","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743452","-118.272265","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BLZU2177262"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""25.3"",""GPSLatitude"":""33.743452"",""LastAssetID"":""BLZU2177262"",""GPSLongitude"":""-118.272265"",""BatteryVoltage"":""7.77""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""19.1"",""AssetID"":""BLZU2177262"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_99"",""OemAlarm"":170}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:13.069Z"",""EventDtm"":""2025-11-03T11:28:13.069Z""}}}"
"CRIU4024012","CRIU4024012","CRIU4024012","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741502","-118.271904","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CRIU4024012"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.8"",""GPSLatitude"":""33.741502"",""LastAssetID"":""CRIU4024012"",""GPSLongitude"":""-118.271904"",""BatteryVoltage"":""8.37""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.2"",""AssetID"":""CRIU4024012"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:42.354Z"",""EventDtm"":""2025-11-03T11:27:42.354Z""}}}"
"HDMU2563411","HDMU2563411","HDMU2563411","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.743731","-118.271107","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""HDMU2563411"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""30.6"",""GPSLatitude"":""33.743731"",""LastAssetID"":""HDMU2563411"",""GPSLongitude"":""-118.271107"",""BatteryVoltage"":""8.04""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.1"",""AssetID"":""HDMU2563411"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:42.570Z"",""EventDtm"":""2025-11-03T11:27:42.570Z""}}}"
"CXRU1036301","CXRU1036301","CXRU1036301","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74807","-118.270484","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CXRU1036301"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""22.8"",""GPSLatitude"":""33.748070"",""LastAssetID"":""CXRU1036301"",""GPSLongitude"":""-118.270484"",""BatteryVoltage"":""8.32""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.1"",""AssetID"":""CXRU1036301"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:09.039Z"",""EventDtm"":""2025-11-03T11:27:09.039Z""}}}"
"RWAU2523519","RWAU2523519","RWAU2523519","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745956","-118.270528","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""RWAU2523519"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.3"",""GPSLatitude"":""33.745956"",""LastAssetID"":""RWAU2523519"",""GPSLongitude"":""-118.270528"",""BatteryVoltage"":""7.61""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.0"",""AssetID"":""RWAU2523519"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:09.695Z"",""EventDtm"":""2025-11-03T11:27:09.695Z""}}}"
"EOLU2231747","EOLU2231747","EOLU2231747","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.747188","-118.268536","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""EOLU2231747"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""19.5"",""GPSLatitude"":""33.747188"",""LastAssetID"":""EOLU2231747"",""GPSLongitude"":""-118.268536"",""BatteryVoltage"":""8.87""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""8.3"",""AssetID"":""EOLU2231747"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:12.883Z"",""EventDtm"":""2025-11-03T11:28:12.883Z""}}}"
"FSCU7659160","FSCU7659160","FSCU7659160","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74556","-118.270708","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""FSCU7659160"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""24.2"",""GPSLatitude"":""33.745560"",""LastAssetID"":""FSCU7659160"",""GPSLongitude"":""-118.270708"",""BatteryVoltage"":""6.0""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.5"",""AssetID"":""FSCU7659160"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_99"",""OemAlarm"":401}]},""MessageData"":{""AppDtm"":""2025-11-03T11:40:30.564Z"",""EventDtm"":""2025-11-03T11:40:30.564Z""}}}"
"PONU7466830","PONU7466830","PONU7466830","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.744323","-118.273853","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""PONU7466830"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""15.0"",""GPSLatitude"":""33.744323"",""LastAssetID"":""PONU7466830"",""GPSLongitude"":""-118.273853"",""BatteryVoltage"":""8.09""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.6"",""AssetID"":""PONU7466830"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:26:48.012Z"",""EventDtm"":""2025-11-03T11:26:48.012Z""}}}"
"BMOU9721062","BMOU9721062","BMOU9721062","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739832","-118.267984","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""BMOU9721062"",""ExtPower"":false,""DoorState"":""closed"",""DeviceTemp"":""25.0"",""GPSLatitude"":""33.739832"",""LastAssetID"":""BMOU9721062"",""GPSLongitude"":""-118.267984"",""BatteryVoltage"":""8.02""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""35.0"",""AssetID"":""BMOU9721062"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_87"",""OemAlarm"":631}]},""MessageData"":{""AppDtm"":""2025-11-03T11:40:29.847Z"",""EventDtm"":""2025-11-03T11:40:29.847Z""}}}"
"KKFU6713780","KKFU6713780","KKFU6713780","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739714","-118.271059","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""KKFU6713780"",""ExtPower"":true,""DoorState"":""open"",""DeviceTemp"":""30.0"",""GPSLatitude"":""33.739714"",""LastAssetID"":""KKFU6713780"",""GPSLongitude"":""-118.271059"",""BatteryVoltage"":""8.08""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""16.4"",""AssetID"":""KKFU6713780"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:48.735Z"",""EventDtm"":""2025-11-03T11:27:48.735Z""}}}"
"TRIU6617163","TRIU6617163","TRIU6617163","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.740206","-118.276863","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRIU6617163"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""29.2"",""GPSLatitude"":""33.740206"",""LastAssetID"":""TRIU6617163"",""GPSLongitude"":""-118.276863"",""BatteryVoltage"":""8.66""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""9.0"",""AssetID"":""TRIU6617163"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_98"",""OemAlarm"":587}]},""MessageData"":{""AppDtm"":""2025-11-03T11:28:53.889Z"",""EventDtm"":""2025-11-03T11:28:53.889Z""}}}"
"CICU4065515","CICU4065515","CICU4065515","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.741385","-118.271385","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""CICU4065515"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""16.3"",""GPSLatitude"":""33.741385"",""LastAssetID"":""CICU4065515"",""GPSLongitude"":""-118.271385"",""BatteryVoltage"":""8.91""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""13.1"",""AssetID"":""CICU4065515"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:43.439Z"",""EventDtm"":""2025-11-03T11:27:43.439Z""}}}"
"GESU5040485","GESU5040485","GESU5040485","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.739563","-118.27031","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""GESU5040485"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""21.5"",""GPSLatitude"":""33.739563"",""LastAssetID"":""GESU5040485"",""GPSLongitude"":""-118.270310"",""BatteryVoltage"":""7.53""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""15.7"",""AssetID"":""GESU5040485"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:14.793Z"",""EventDtm"":""2025-11-03T11:27:14.793Z""}}}"
"EMCU1286112","EMCU1286112","EMCU1286112","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.742038","-118.272667","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""EMCU1286112"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""29.5"",""GPSLatitude"":""33.742038"",""LastAssetID"":""EMCU1286112"",""GPSLongitude"":""-118.272667"",""BatteryVoltage"":""8.58""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""14.9"",""AssetID"":""EMCU1286112"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_43"",""OemAlarm"":572}]},""MessageData"":{""AppDtm"":""2025-11-03T11:40:30.776Z"",""EventDtm"":""2025-11-03T11:40:30.776Z""}}}"
"TRIU6680232","TRIU6680232","TRIU6680232","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.745996","-118.270751","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRIU6680232"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""31.2"",""GPSLatitude"":""33.745996"",""LastAssetID"":""TRIU6680232"",""GPSLongitude"":""-118.270751"",""BatteryVoltage"":""8.37""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""7.5"",""AssetID"":""TRIU6680232"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:32.577Z"",""EventDtm"":""2025-11-03T11:27:32.577Z""}}}"
"TRIU6680762","TRIU6680762","TRIU6680762","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.746647","-118.276675","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRIU6680762"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""30.6"",""GPSLatitude"":""33.746647"",""LastAssetID"":""TRIU6680762"",""GPSLongitude"":""-118.276675"",""BatteryVoltage"":""8.82""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""18.7"",""AssetID"":""TRIU6680762"",""ReeferAlarms"":[]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:32.694Z"",""EventDtm"":""2025-11-03T11:27:32.694Z""}}}"
"TRLU7069536","TRLU7069536","TRLU7069536","active","Mon Oct 06 2025 05:19:22 GMT+0530 (India Standard Time)","33.74368","-118.27747","","","off","","","database_container","{""Event"":{""DeviceData"":{""DeviceID"":""TRLU7069536"",""ExtPower"":true,""DoorState"":""closed"",""DeviceTemp"":""30.5"",""GPSLatitude"":""33.743680"",""LastAssetID"":""TRLU7069536"",""GPSLongitude"":""-118.277470"",""BatteryVoltage"":""8.23""},""EventClass"":""DeviceMessage"",""ReeferData"":{""TAmb"":""17.3"",""AssetID"":""TRLU7069536"",""ReeferAlarms"":[{""Active"":true,""RCAlias"":""TEMP_HIGH_53"",""OemAlarm"":577}]},""MessageData"":{""AppDtm"":""2025-11-03T11:27:43.665Z"",""EventDtm"":""2025-11-03T11:27:43.665Z""}}}"
